record_id,timestamp,zone_id,zone_name,zone_lat,zone_lon,demand_class,is_peak_hour,hour_of_day,zone_capacity_mw,current_load_mw,load_pct,status,charger_type,charger_power_kw,masked_vehicle_id,soc_initial_pct,soc_target_pct,recommended_soc_cap_pct,session_duration_min,peak_rate_inr_kwh,offpeak_rate_inr_kwh,tier_triggered,optimization_action,infra_expansion_flag,suggested_nodal_lat,suggested_nodal_lon,ev_load_contribution_kw,feeder_id,anomaly_flag
REC-00239,2026-04-14 21:03:00,Z014,Malleswaram,13.0035,77.568,low,1,21,26.12,17.513,67.05,GREEN,DC_50kW,50,EV-XXXX-7901,44,72,60,960.7,13.39,8.3,1,SoC_Cap_60,0,,,35.71,FDR-Z014-01,0
REC-00240,2026-04-23 07:56:00,Z015,Jayanagar,12.925,77.5938,medium,0,7,33.79,24.285,71.87,YELLOW,DC_50kW,50,EV-XXXX-4416,43,74,80,1029.6,10.59,6.57,2,Time_Shift_Incentive,0,,,35.05,FDR-Z015-01,0
REC-00241,2026-04-07 21:03:00,Z001,HSR Layout,12.9116,77.6389,high,1,21,45.01,45.01,100.0,RED,AC_7kW,7,EV-XXXX-4129,47,70,70,6185.5,11.33,7.02,4,Infra_Trigger,1,12.9295,77.6567,5.91,FDR-Z001-03,0
REC-00242,2026-04-27 12:38:00,Z002,Koramangala,12.9352,77.6245,high,0,12,45.1,39.347,87.24,ORANGE,AC_22kW,22,EV-XXXX-1497,44,76,80,3808.5,11.89,7.37,3,Spatial_Redirect,0,,,20.48,FDR-Z002-01,0
REC-00243,2026-04-30 20:47:00,Z003,Whitefield,12.9698,77.75,high,1,20,50.11,50.11,100.0,RED,AC_22kW,22,EV-XXXX-2848,37,89,89,4233.0,12.03,7.46,4,Infra_Trigger,1,12.9834,77.7364,13.42,FDR-Z003-02,0
REC-00244,2026-04-15 11:32:00,Z004,Electronic City,12.8399,77.677,high,0,11,56.6,49.662,87.74,ORANGE,AC_22kW,22,EV-XXXX-7416,25,76,80,3704.7,11.24,6.97,3,Spatial_Redirect,0,,,18.1,FDR-Z004-01,0
REC-00245,2026-04-23 23:05:00,Z005,Indiranagar,12.9784,77.6408,high,0,23,50.49,38.148,75.56,YELLOW,AC_7kW,7,EV-XXXX-8282,25,93,80,14357.0,11.53,7.15,2,Time_Shift_Incentive,0,,,4.32,FDR-Z005-03,0
REC-00246,2026-04-17 05:18:00,Z006,Marathahalli,12.9591,77.6974,medium,0,5,34.43,25.168,73.1,YELLOW,AC_22kW,22,EV-XXXX-8737,50,95,80,4119.7,13.01,8.07,2,Time_Shift_Incentive,0,,,19.41,FDR-Z006-03,0
REC-00247,2026-04-19 02:45:00,Z007,BTM Layout,12.9166,77.6101,medium,0,2,36.64,28.238,77.07,YELLOW,DC_150kW,150,EV-XXXX-5005,22,93,80,903.8,10.72,6.65,2,Time_Shift_Incentive,0,,,95.54,FDR-Z007-03,0
REC-00248,2026-04-14 12:24:00,Z008,JP Nagar,12.9077,77.586,medium,0,12,32.84,25.213,76.78,YELLOW,AC_22kW,22,EV-XXXX-5247,54,79,80,1890.1,13.36,8.28,2,Time_Shift_Incentive,0,,,19.86,FDR-Z008-01,1
REC-00249,2026-04-12 08:52:00,Z009,Bannerghatta,12.8635,77.5978,medium,1,8,40.76,39.525,96.97,RED,AC_7kW,7,EV-XXXX-5765,15,91,91,18241.8,13.79,8.55,4,Infra_Trigger,1,12.8677,77.6123,6.5,FDR-Z009-01,0
REC-00250,2026-04-01 19:37:00,Z010,Sarjapur,12.8711,77.7055,medium,1,19,44.25,44.25,100.0,RED,AC_22kW,22,EV-XXXX-8279,19,75,75,6559.7,11.26,6.98,4,Infra_Trigger,1,12.8517,77.7088,14.13,FDR-Z010-03,0
REC-00251,2026-04-23 02:39:00,Z011,Yelahanka,13.1007,77.5963,low,0,2,15.16,9.695,63.95,GREEN,AC_7kW,7,EV-XXXX-4932,51,93,60,9336.8,11.29,7.0,1,SoC_Cap_60,0,,,6.71,FDR-Z011-02,0
REC-00252,2026-04-28 18:29:00,Z012,Hebbal,13.0358,77.597,low,1,18,28.1,23.762,84.56,YELLOW,AC_22kW,22,EV-XXXX-9806,42,95,80,5877.9,13.89,8.61,2,Time_Shift_Incentive,0,,,16.99,FDR-Z012-03,0
REC-00253,2026-04-20 11:00:00,Z013,Rajajinagar,12.9974,77.556,low,0,11,24.21,13.922,57.51,GREEN,AC_22kW,22,EV-XXXX-9869,35,84,60,5510.4,13.64,8.46,1,SoC_Cap_60,0,,,20.19,FDR-Z013-02,0
REC-00254,2026-04-17 21:25:00,Z014,Malleswaram,13.0035,77.568,low,1,21,20.38,17.016,83.49,YELLOW,AC_7kW,7,EV-XXXX-4580,22,98,80,23520.4,11.85,7.35,2,Time_Shift_Incentive,0,,,5.49,FDR-Z014-01,0
REC-00255,2026-04-28 05:04:00,Z015,Jayanagar,12.925,77.5938,medium,0,5,40.26,28.091,69.77,GREEN,AC_22kW,22,EV-XXXX-7289,20,96,60,7831.7,11.66,7.23,1,SoC_Cap_60,0,,,21.37,FDR-Z015-02,0
REC-00256,2026-04-12 22:14:00,Z001,HSR Layout,12.9116,77.6389,high,0,22,54.19,42.3,78.06,YELLOW,AC_22kW,22,EV-XXXX-2895,46,95,80,5546.8,11.62,7.2,2,Time_Shift_Incentive,0,,,17.06,FDR-Z001-03,0
REC-00257,2026-04-01 02:31:00,Z002,Koramangala,12.9352,77.6245,high,0,2,56.25,43.235,76.86,YELLOW,AC_7kW,7,EV-XXXX-5524,54,96,80,8860.4,11.27,6.99,2,Time_Shift_Incentive,0,,,5.65,FDR-Z002-02,0
REC-00258,2026-04-22 07:23:00,Z003,Whitefield,12.9698,77.75,high,0,7,59.53,45.83,76.99,YELLOW,AC_22kW,22,EV-XXXX-8119,53,79,80,2173.2,11.91,7.38,2,Time_Shift_Incentive,0,,,19.82,FDR-Z003-02,0
REC-00259,2026-04-21 06:59:00,Z004,Electronic City,12.8399,77.677,high,0,6,51.66,45.012,87.13,ORANGE,AC_7kW,7,EV-XXXX-9479,18,98,80,29634.0,12.02,7.45,3,Spatial_Redirect,0,,,4.9,FDR-Z004-02,0
REC-00260,2026-04-05 09:19:00,Z005,Indiranagar,12.9784,77.6408,high,1,9,48.23,48.23,100.0,RED,DC_50kW,50,EV-XXXX-1725,18,86,86,3206.5,13.37,8.29,4,Infra_Trigger,1,12.976,77.6261,37.65,FDR-Z005-03,0
REC-00261,2026-04-27 09:02:00,Z006,Marathahalli,12.9591,77.6974,medium,1,9,32.87,29.858,90.84,ORANGE,AC_7kW,7,EV-XXXX-3931,24,88,80,23385.3,12.41,7.69,3,Spatial_Redirect,0,,,5.37,FDR-Z006-02,0
REC-00262,2026-04-16 14:24:00,Z007,BTM Layout,12.9166,77.6101,medium,0,14,40.86,31.291,76.58,YELLOW,AC_7kW,7,EV-XXXX-6578,49,89,80,10645.1,10.58,6.56,2,Time_Shift_Incentive,0,,,6.54,FDR-Z007-01,0
REC-00263,2026-04-17 01:11:00,Z008,JP Nagar,12.9077,77.586,medium,0,1,43.9,28.208,64.26,GREEN,DC_50kW,50,EV-XXXX-5586,40,85,60,1308.8,11.57,7.17,1,SoC_Cap_60,0,,,30.81,FDR-Z008-01,0
REC-00264,2026-04-22 01:25:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,1,40.64,29.471,72.52,YELLOW,AC_22kW,22,EV-XXXX-2789,54,97,80,3864.0,11.07,6.86,2,Time_Shift_Incentive,0,,,15.15,FDR-Z009-01,0
REC-00265,2026-04-21 07:04:00,Z010,Sarjapur,12.8711,77.7055,medium,0,7,32.9,22.941,69.73,GREEN,AC_7kW,7,EV-XXXX-8347,28,79,60,16575.9,12.22,7.58,1,SoC_Cap_60,0,,,5.44,FDR-Z010-03,0
REC-00266,2026-04-15 13:51:00,Z011,Yelahanka,13.1007,77.5963,low,0,13,27.08,14.424,53.26,GREEN,AC_7kW,7,EV-XXXX-5319,20,73,60,14792.5,12.88,7.99,1,SoC_Cap_60,0,,,4.36,FDR-Z011-02,0
REC-00267,2026-04-23 01:12:00,Z012,Hebbal,13.0358,77.597,low,0,1,20.17,10.827,53.68,GREEN,AC_7kW,7,EV-XXXX-7382,33,75,60,10458.4,13.27,8.23,1,SoC_Cap_60,0,,,4.6,FDR-Z012-02,0
REC-00268,2026-04-20 22:10:00,Z013,Rajajinagar,12.9974,77.556,low,0,22,19.06,12.063,63.29,GREEN,AC_7kW,7,EV-XXXX-6308,21,73,60,19844.5,12.73,7.89,1,SoC_Cap_60,0,,,6.96,FDR-Z013-02,0
REC-00269,2026-04-10 01:01:00,Z014,Malleswaram,13.0035,77.568,low,0,1,27.76,17.477,62.96,GREEN,DC_50kW,50,EV-XXXX-4398,15,80,60,2783.0,10.56,6.55,1,SoC_Cap_60,0,,,46.37,FDR-Z014-03,0
REC-00270,2026-04-11 00:46:00,Z015,Jayanagar,12.925,77.5938,medium,0,0,41.48,28.195,67.97,GREEN,AC_7kW,7,EV-XXXX-7636,54,87,60,10791.2,10.97,6.8,1,SoC_Cap_60,0,,,4.62,FDR-Z015-03,0
REC-00271,2026-04-02 16:15:00,Z001,HSR Layout,12.9116,77.6389,high,0,16,45.08,32.913,73.01,YELLOW,AC_22kW,22,EV-XXXX-2384,54,70,80,1620.3,12.78,7.92,2,Time_Shift_Incentive,0,,,15.41,FDR-Z001-02,0
REC-00272,2026-04-22 19:49:00,Z002,Koramangala,12.9352,77.6245,high,1,19,45.67,45.67,100.0,RED,AC_22kW,22,EV-XXXX-4809,26,95,95,4570.4,13.45,8.34,4,Infra_Trigger,1,12.9345,77.6356,19.12,FDR-Z002-02,0
REC-00273,2026-04-25 13:01:00,Z003,Whitefield,12.9698,77.75,high,0,13,45.76,37.9,82.82,YELLOW,AC_7kW,7,EV-XXXX-4981,28,74,80,14438.4,13.3,8.25,2,Time_Shift_Incentive,0,,,6.62,FDR-Z003-02,0
REC-00274,2026-04-04 12:35:00,Z004,Electronic City,12.8399,77.677,high,0,12,55.9,44.694,79.95,YELLOW,DC_50kW,50,EV-XXXX-1662,34,87,80,2302.6,10.5,6.51,2,Time_Shift_Incentive,0,,,35.44,FDR-Z004-03,0
REC-00275,2026-04-21 07:50:00,Z005,Indiranagar,12.9784,77.6408,high,0,7,53.9,45.415,84.26,YELLOW,AC_22kW,22,EV-XXXX-6675,21,83,80,4536.0,13.73,8.51,2,Time_Shift_Incentive,0,,,17.25,FDR-Z005-02,0
REC-00276,2026-04-27 19:22:00,Z006,Marathahalli,12.9591,77.6974,medium,1,19,41.7,37.903,90.89,ORANGE,AC_22kW,22,EV-XXXX-5054,33,83,80,3309.7,13.35,8.28,3,Spatial_Redirect,0,,,21.07,FDR-Z006-03,0
REC-00277,2026-04-29 05:24:00,Z007,BTM Layout,12.9166,77.6101,medium,0,5,39.99,27.74,69.37,GREEN,AC_22kW,22,EV-XXXX-2367,37,80,60,4857.9,11.92,7.39,1,SoC_Cap_60,0,,,13.97,FDR-Z007-03,0
REC-00278,2026-04-03 00:57:00,Z008,JP Nagar,12.9077,77.586,medium,0,0,34.77,26.347,75.77,YELLOW,DC_50kW,50,EV-XXXX-6594,47,72,80,1185.3,10.92,6.77,2,Time_Shift_Incentive,0,,,41.45,FDR-Z008-01,0
REC-00279,2026-04-19 21:18:00,Z009,Bannerghatta,12.8635,77.5978,medium,1,21,39.29,33.176,84.44,YELLOW,AC_22kW,22,EV-XXXX-3035,36,80,80,3374.5,12.43,7.71,2,Time_Shift_Incentive,0,,,17.81,FDR-Z009-03,0
REC-00280,2026-04-11 12:27:00,Z010,Sarjapur,12.8711,77.7055,medium,0,12,39.78,29.622,74.46,YELLOW,AC_7kW,7,EV-XXXX-3657,25,95,80,18125.4,12.24,7.59,2,Time_Shift_Incentive,0,,,6.13,FDR-Z010-02,0
REC-00281,2026-04-17 09:27:00,Z011,Yelahanka,13.1007,77.5963,low,1,9,23.75,18.416,77.54,YELLOW,AC_22kW,22,EV-XXXX-2893,18,94,80,8023.3,12.45,7.72,2,Time_Shift_Incentive,0,,,16.36,FDR-Z011-01,0
REC-00282,2026-04-21 23:15:00,Z012,Hebbal,13.0358,77.597,low,0,23,25.53,15.182,59.47,GREEN,AC_22kW,22,EV-XXXX-8382,21,83,60,5149.2,13.27,8.23,1,SoC_Cap_60,0,,,16.0,FDR-Z012-03,0
REC-00283,2026-04-26 21:28:00,Z013,Rajajinagar,12.9974,77.556,low,1,21,17.43,15.092,86.59,ORANGE,AC_22kW,22,EV-XXXX-1946,44,89,80,3978.2,10.5,6.51,3,Spatial_Redirect,0,,,18.6,FDR-Z013-01,0
REC-00284,2026-04-20 05:22:00,Z014,Malleswaram,13.0035,77.568,low,0,5,17.03,8.664,50.88,GREEN,AC_7kW,7,EV-XXXX-3560,52,96,60,11729.1,11.07,6.86,1,SoC_Cap_60,0,,,6.09,FDR-Z014-01,0
REC-00285,2026-04-22 03:00:00,Z015,Jayanagar,12.925,77.5938,medium,0,3,35.45,23.628,66.65,GREEN,AC_7kW,7,EV-XXXX-6275,41,83,60,9761.6,11.54,7.15,1,SoC_Cap_60,0,,,4.6,FDR-Z015-03,0
REC-00286,2026-04-04 04:16:00,Z001,HSR Layout,12.9116,77.6389,high,0,4,52.85,41.078,77.72,YELLOW,AC_22kW,22,EV-XXXX-1692,16,81,80,7663.8,11.18,6.93,2,Time_Shift_Incentive,0,,,19.17,FDR-Z001-03,0
REC-00287,2026-04-23 12:05:00,Z002,Koramangala,12.9352,77.6245,high,0,12,55.83,46.826,83.87,YELLOW,DC_150kW,150,EV-XXXX-8797,47,79,80,524.8,12.66,7.85,2,Time_Shift_Incentive,0,,,110.51,FDR-Z002-02,0
REC-00288,2026-04-23 00:42:00,Z003,Whitefield,12.9698,77.75,high,0,0,46.98,35.131,74.78,YELLOW,AC_22kW,22,EV-XXXX-5675,32,81,80,5318.0,11.2,6.94,2,Time_Shift_Incentive,0,,,15.53,FDR-Z003-02,0
REC-00289,2026-04-22 01:43:00,Z004,Electronic City,12.8399,77.677,high,0,1,59.03,44.881,76.03,YELLOW,DC_50kW,50,EV-XXXX-9456,53,97,80,1727.5,10.57,6.55,2,Time_Shift_Incentive,0,,,46.39,FDR-Z004-01,0
REC-00290,2026-04-10 20:31:00,Z005,Indiranagar,12.9784,77.6408,high,1,20,57.56,57.56,100.0,RED,AC_7kW,7,EV-XXXX-9226,24,97,97,18225.4,10.68,6.62,4,Infra_Trigger,1,12.9743,77.6413,5.55,FDR-Z005-03,0
REC-00291,2026-04-15 03:50:00,Z006,Marathahalli,12.9591,77.6974,medium,0,3,31.07,24.508,78.88,YELLOW,AC_22kW,22,EV-XXXX-3062,27,90,80,4299.3,13.22,8.2,2,Time_Shift_Incentive,0,,,20.44,FDR-Z006-02,0
REC-00292,2026-04-05 11:00:00,Z007,BTM Layout,12.9166,77.6101,medium,0,11,38.84,30.78,79.25,YELLOW,DC_150kW,150,EV-XXXX-8080,40,83,80,600.1,11.08,6.87,2,Time_Shift_Incentive,0,,,93.55,FDR-Z007-02,0
REC-00293,2026-04-11 17:12:00,Z008,JP Nagar,12.9077,77.586,medium,1,17,34.29,28.438,82.93,YELLOW,AC_22kW,22,EV-XXXX-8235,46,84,80,3387.6,11.12,6.89,2,Time_Shift_Incentive,0,,,14.07,FDR-Z008-03,0
REC-00294,2026-04-06 15:23:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,15,35.9,23.46,65.35,GREEN,DC_50kW,50,EV-XXXX-5270,16,79,60,2682.7,13.73,8.51,1,SoC_Cap_60,0,,,31.45,FDR-Z009-02,0
REC-00295,2026-04-23 10:18:00,Z010,Sarjapur,12.8711,77.7055,medium,1,10,33.61,32.116,95.55,RED,AC_22kW,22,EV-XXXX-7219,36,92,92,3718.9,13.06,8.1,4,Infra_Trigger,1,12.8679,77.7086,20.53,FDR-Z010-03,0
REC-00296,2026-04-30 16:36:00,Z011,Yelahanka,13.1007,77.5963,low,0,16,21.24,11.934,56.19,GREEN,AC_22kW,22,EV-XXXX-5539,36,85,60,4983.1,13.98,8.67,1,SoC_Cap_60,0,,,13.3,FDR-Z011-03,0
REC-00297,2026-04-21 07:20:00,Z012,Hebbal,13.0358,77.597,low,0,7,20.33,11.809,58.09,GREEN,AC_22kW,22,EV-XXXX-6974,44,82,60,3779.6,11.35,7.04,1,SoC_Cap_60,0,,,18.97,FDR-Z012-03,0
REC-00298,2026-04-13 11:17:00,Z013,Rajajinagar,12.9974,77.556,low,0,11,18.82,9.421,50.06,GREEN,DC_50kW,50,EV-XXXX-8966,41,78,60,1760.0,11.19,6.94,1,SoC_Cap_60,0,,,40.26,FDR-Z013-01,0
REC-00299,2026-04-23 19:36:00,Z014,Malleswaram,13.0035,77.568,low,1,19,25.41,17.43,68.6,GREEN,AC_22kW,22,EV-XXXX-1901,25,94,60,5475.0,10.58,6.56,1,SoC_Cap_60,0,,,18.35,FDR-Z014-03,0
REC-00300,2026-04-03 00:23:00,Z015,Jayanagar,12.925,77.5938,medium,0,0,40.72,27.154,66.68,GREEN,AC_22kW,22,EV-XXXX-4553,39,82,60,4032.4,13.62,8.44,1,SoC_Cap_60,0,,,18.45,FDR-Z015-03,0
REC-00301,2026-04-25 15:53:00,Z001,HSR Layout,12.9116,77.6389,high,0,15,58.7,44.919,76.52,YELLOW,AC_7kW,7,EV-XXXX-8813,48,94,80,14059.4,12.56,7.79,2,Time_Shift_Incentive,0,,,4.39,FDR-Z001-01,0
REC-00302,2026-04-07 09:09:00,Z002,Koramangala,12.9352,77.6245,high,1,9,52.77,52.77,100.0,RED,AC_7kW,7,EV-XXXX-7297,54,78,78,6271.2,13.76,8.53,4,Infra_Trigger,1,12.916,77.6107,6.68,FDR-Z002-03,0
REC-00303,2026-04-15 17:46:00,Z003,Whitefield,12.9698,77.75,high,1,17,55.19,55.19,100.0,RED,DC_50kW,50,EV-XXXX-6730,23,99,99,2679.5,13.66,8.47,4,Infra_Trigger,1,12.9508,77.7384,38.33,FDR-Z003-01,0
REC-00304,2026-04-24 08:51:00,Z004,Electronic City,12.8399,77.677,high,1,8,52.68,52.68,100.0,RED,AC_7kW,7,EV-XXXX-3244,43,83,83,10921.0,13.18,8.17,4,Infra_Trigger,1,12.8476,77.6956,5.3,FDR-Z004-01,0
REC-00305,2026-04-25 12:57:00,Z005,Indiranagar,12.9784,77.6408,high,0,12,53.63,43.119,80.4,YELLOW,AC_22kW,22,EV-XXXX-8099,19,88,80,6090.3,11.44,7.09,2,Time_Shift_Incentive,0,,,14.95,FDR-Z005-01,0
REC-00306,2026-04-25 11:54:00,Z006,Marathahalli,12.9591,77.6974,medium,0,11,32.15,21.096,65.62,GREEN,DC_50kW,50,EV-XXXX-6810,30,84,60,1919.1,11.37,7.05,1,SoC_Cap_60,0,,,36.34,FDR-Z006-03,0
REC-00307,2026-04-13 12:06:00,Z007,BTM Layout,12.9166,77.6101,medium,0,12,41.47,33.413,80.57,YELLOW,DC_50kW,50,EV-XXXX-8037,39,92,80,2195.0,11.59,7.19,2,Time_Shift_Incentive,0,,,46.05,FDR-Z007-02,1
REC-00308,2026-04-19 15:20:00,Z008,JP Nagar,12.9077,77.586,medium,0,15,33.53,23.802,70.99,YELLOW,DC_50kW,50,EV-XXXX-3716,21,78,80,3058.7,13.1,8.12,2,Time_Shift_Incentive,0,,,43.55,FDR-Z008-03,0
REC-00309,2026-04-22 12:39:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,12,44.39,29.099,65.55,GREEN,DC_50kW,50,EV-XXXX-3212,47,87,60,1557.0,12.29,7.62,1,SoC_Cap_60,0,,,42.09,FDR-Z009-03,0
REC-00310,2026-04-16 02:51:00,Z010,Sarjapur,12.8711,77.7055,medium,0,2,36.03,28.926,80.28,YELLOW,AC_7kW,7,EV-XXXX-5813,38,89,80,11525.0,11.64,7.22,2,Time_Shift_Incentive,0,,,4.4,FDR-Z010-03,0
REC-00311,2026-04-04 22:07:00,Z011,Yelahanka,13.1007,77.5963,low,0,22,27.95,17.693,63.3,GREEN,AC_22kW,22,EV-XXXX-9737,44,89,60,4348.2,11.79,7.31,1,SoC_Cap_60,0,,,16.34,FDR-Z011-01,0
REC-00312,2026-04-18 21:06:00,Z012,Hebbal,13.0358,77.597,low,1,21,22.62,17.768,78.55,YELLOW,AC_7kW,7,EV-XXXX-5435,31,74,80,13978.5,11.98,7.43,2,Time_Shift_Incentive,0,,,6.4,FDR-Z012-03,0
REC-00313,2026-04-18 16:42:00,Z013,Rajajinagar,12.9974,77.556,low,0,16,26.28,14.375,54.7,GREEN,AC_22kW,22,EV-XXXX-2551,53,94,60,3705.7,11.82,7.33,1,SoC_Cap_60,0,,,18.22,FDR-Z013-01,0
REC-00314,2026-04-25 01:08:00,Z014,Malleswaram,13.0035,77.568,low,0,1,19.22,12.139,63.16,GREEN,DC_50kW,50,EV-XXXX-7240,47,87,60,1880.6,12.97,8.04,1,SoC_Cap_60,0,,,36.15,FDR-Z014-01,0
REC-00315,2026-04-11 00:27:00,Z015,Jayanagar,12.925,77.5938,medium,0,0,41.24,27.327,66.26,GREEN,DC_50kW,50,EV-XXXX-3741,38,93,60,2449.8,11.69,7.25,1,SoC_Cap_60,0,,,38.88,FDR-Z015-03,0
REC-00316,2026-04-17 14:17:00,Z001,HSR Layout,12.9116,77.6389,high,0,14,57.99,52.264,90.13,ORANGE,AC_22kW,22,EV-XXXX-1192,21,77,80,4561.7,13.6,8.43,3,Spatial_Redirect,0,,,16.71,FDR-Z001-02,0
REC-00317,2026-04-21 13:08:00,Z002,Koramangala,12.9352,77.6245,high,0,13,45.1,36.753,81.49,YELLOW,DC_50kW,50,EV-XXXX-1240,52,77,80,913.9,10.98,6.81,2,Time_Shift_Incentive,0,,,40.75,FDR-Z002-03,0
REC-00318,2026-04-25 22:59:00,Z003,Whitefield,12.9698,77.75,high,0,22,51.26,43.271,84.41,YELLOW,AC_22kW,22,EV-XXXX-3159,48,70,80,2641.3,12.98,8.05,2,Time_Shift_Incentive,0,,,21.95,FDR-Z003-02,0
REC-00319,2026-04-25 14:45:00,Z004,Electronic City,12.8399,77.677,high,0,14,58.74,43.446,73.96,YELLOW,DC_50kW,50,EV-XXXX-3757,15,89,80,3743.6,10.77,6.68,2,Time_Shift_Incentive,0,,,49.11,FDR-Z004-03,0
REC-00320,2026-04-16 11:58:00,Z005,Indiranagar,12.9784,77.6408,high,0,11,57.81,52.494,90.8,ORANGE,DC_150kW,150,EV-XXXX-4398,37,76,80,439.7,12.26,7.6,3,Spatial_Redirect,0,,,142.7,FDR-Z005-01,0
REC-00321,2026-04-14 15:06:00,Z006,Marathahalli,12.9591,77.6974,medium,0,15,40.51,31.401,77.51,YELLOW,DC_50kW,50,EV-XXXX-4129,34,70,80,1178.1,10.81,6.7,2,Time_Shift_Incentive,0,,,37.55,FDR-Z006-01,0
REC-00322,2026-04-23 12:06:00,Z007,BTM Layout,12.9166,77.6101,medium,0,12,44.54,35.251,79.14,YELLOW,AC_7kW,7,EV-XXXX-8776,19,98,80,23413.9,12.28,7.61,2,Time_Shift_Incentive,0,,,5.94,FDR-Z007-02,0
REC-00323,2026-04-03 14:02:00,Z008,JP Nagar,12.9077,77.586,medium,0,14,32.19,26.006,80.79,YELLOW,AC_22kW,22,EV-XXXX-4644,32,80,80,3331.6,11.6,7.19,2,Time_Shift_Incentive,0,,,18.79,FDR-Z008-03,0
REC-00324,2026-04-26 01:29:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,1,35.73,23.862,66.78,GREEN,AC_7kW,7,EV-XXXX-7175,26,93,60,20856.2,11.77,7.3,1,SoC_Cap_60,0,,,6.51,FDR-Z009-01,0
REC-00325,2026-04-27 17:57:00,Z010,Sarjapur,12.8711,77.7055,medium,1,17,31.65,30.253,95.59,RED,AC_7kW,7,EV-XXXX-3223,40,70,70,10781.2,11.34,7.03,4,Infra_Trigger,1,12.8666,77.6887,4.61,FDR-Z010-01,0
REC-00326,2026-04-05 01:31:00,Z011,Yelahanka,13.1007,77.5963,low,0,1,19.62,10.637,54.22,GREEN,DC_150kW,150,EV-XXXX-3708,54,95,60,649.0,12.05,7.47,1,SoC_Cap_60,0,,,106.94,FDR-Z011-02,0
REC-00327,2026-04-18 09:47:00,Z012,Hebbal,13.0358,77.597,low,1,9,18.02,13.685,75.94,YELLOW,AC_7kW,7,EV-XXXX-7250,34,93,80,18481.8,10.69,6.63,2,Time_Shift_Incentive,0,,,5.08,FDR-Z012-03,0
REC-00328,2026-04-05 22:18:00,Z013,Rajajinagar,12.9974,77.556,low,0,22,25.37,14.79,58.3,GREEN,DC_50kW,50,EV-XXXX-1786,17,71,60,2803.4,12.49,7.74,1,SoC_Cap_60,0,,,45.24,FDR-Z013-01,0
REC-00329,2026-04-03 10:48:00,Z014,Malleswaram,13.0035,77.568,low,1,10,26.91,22.829,84.84,YELLOW,DC_50kW,50,EV-XXXX-7704,30,93,80,3156.0,10.57,6.55,2,Time_Shift_Incentive,0,,,31.25,FDR-Z014-02,0
REC-00330,2026-04-07 05:15:00,Z015,Jayanagar,12.925,77.5938,medium,0,5,39.93,28.792,72.11,YELLOW,AC_22kW,22,EV-XXXX-3506,34,72,80,4592.4,12.65,7.84,2,Time_Shift_Incentive,0,,,20.29,FDR-Z015-01,0
REC-00331,2026-04-12 00:12:00,Z001,HSR Layout,12.9116,77.6389,high,0,0,54.27,44.184,81.42,YELLOW,AC_7kW,7,EV-XXXX-7447,23,92,80,17204.3,12.43,7.71,2,Time_Shift_Incentive,0,,,4.63,FDR-Z001-03,0
REC-00332,2026-04-23 11:39:00,Z002,Koramangala,12.9352,77.6245,high,0,11,56.55,47.549,84.08,YELLOW,AC_7kW,7,EV-XXXX-5275,50,91,80,9232.5,13.36,8.28,2,Time_Shift_Incentive,0,,,5.87,FDR-Z002-03,0
REC-00333,2026-04-16 18:05:00,Z003,Whitefield,12.9698,77.75,high,1,18,48.1,48.1,100.0,RED,AC_7kW,7,EV-XXXX-4364,17,95,95,26433.5,10.92,6.77,4,Infra_Trigger,1,12.9554,77.7415,5.65,FDR-Z003-01,0
REC-00334,2026-04-06 07:41:00,Z004,Electronic City,12.8399,77.677,high,0,7,55.0,49.763,90.48,ORANGE,AC_22kW,22,EV-XXXX-2936,48,78,80,3375.4,10.92,6.77,3,Spatial_Redirect,0,,,15.86,FDR-Z004-03,0
REC-00335,2026-04-07 03:41:00,Z005,Indiranagar,12.9784,77.6408,high,0,3,47.49,42.024,88.49,ORANGE,DC_150kW,150,EV-XXXX-5732,31,79,80,699.4,12.83,7.95,3,Spatial_Redirect,0,,,127.4,FDR-Z005-03,0
REC-00336,2026-04-02 07:57:00,Z006,Marathahalli,12.9591,77.6974,medium,0,7,37.79,26.074,69.0,GREEN,AC_7kW,7,EV-XXXX-8124,26,98,60,23343.1,13.32,8.26,1,SoC_Cap_60,0,,,4.58,FDR-Z006-02,0
REC-00337,2026-04-24 22:06:00,Z007,BTM Layout,12.9166,77.6101,medium,0,22,40.87,29.168,71.37,YELLOW,DC_50kW,50,EV-XXXX-6682,20,86,80,2937.8,10.8,6.7,2,Time_Shift_Incentive,0,,,49.45,FDR-Z007-02,0
REC-00338,2026-04-30 06:23:00,Z008,JP Nagar,12.9077,77.586,medium,0,6,41.75,32.488,77.81,YELLOW,AC_7kW,7,EV-XXXX-9216,24,83,80,20930.3,10.92,6.77,2,Time_Shift_Incentive,0,,,4.3,FDR-Z008-02,0
REC-00339,2026-04-07 07:32:00,Z009,Bannerghatta,12.8635,77.5978,medium,0,7,33.94,23.549,69.38,GREEN,AC_22kW,22,EV-XXXX-7727,32,83,60,4361.1,10.87,6.74,1,SoC_Cap_60,0,,,16.43,FDR-Z009-02,0
